client_id,nom,prenom,age,ville,population_ville,revenu_annuel,type_compte,solde,statut
1067,Dupont,Tom,54.0,Grenoble,160000,68636,Epargne,104480.45,Actif
1068,Girard,Lina,46.0,Saint-Étienne,170000,136039,Premium,103174.36,Actif
1069,RICHARD,Julie,43.0,Grenoble,160000,33899,Courant,20887.33,Inactif
1070,Fournier,Louis,74.0,Paris,2148000,68746,Epargne,12300.29,Actif
1071,Fournier,Jean,26.0,Villeurbanne,160000,75934,Epargne,70435.15,Inactif
1072,Martin,Hugo,70.0,Paris,2148000,88523,Premium,112800.54,Inactif
1073,Lefevre,Sophie,62.0,Reims,180000,77557,Premium,30742.49,Actif
1074,Fournier,Emma,78.0,Caen,110000,82740,Epargne,40818.99,Actif
1075,Lefevre,Luc,68.0,Toulon,175000,47686,Premium,75840.86,Actif
1076,Roux,Sophie,53.0,Orléans,115000,24341,Premium,51324.11,Inactif
1077,David,Tom,25.0,Caen,110000,131605,Epargne,118088.08,Inactif
1078,Robert,Pierre,58.0,Lyon,520000,129803,Premium,21241.4,Inactif
1079,Martin,Tom,42.0,Rennes,225000,21199,Courant,39333.38,Actif
1080,David,Marie,38.0,Saint-Étienne,170000,129065,Epargne,48497.03,Actif
1081,Morel,Emma,48.0,Brest,140000,149956,Courant,118978.8,Actif
1082,Dupont,Louis,77.0,Saint-Étienne,170000,119501,Premium,76719.18,Actif
1083,Girard,Manon,26.0,Lyon,520000,47065,Courant,77746.19,Actif
1084,Dupont,Emma,18.0,Limoges,130000,56981,Premium,43633.43,Actif
1085,Michel,Chloe,42.0,Limoges,130000,146625,Premium,71720.51,Actif
1086,Bernard,Pierre,49.0,Marseille,870000,138251,Premium,21136.07,Inactif
1087,Lefevre,Lina,34.0,Paris,2148000,148706,Premium,57425.71,Actif
1088,Simon,Ines,36.0,Rennes,225000,50389,Epargne,14314.67,Actif
1089,David,Jean,31.0,Le Havre,165000,123507,Premium,99746.47,Inactif
1090,Durand,Paul,43.0,Bordeaux,260000,122221,Courant,88167.73,Actif
1091,Martin,Adam,38.0,Montpellier,300000,54741,Courant,83257.26,Actif
1092,David,Sarah,71.0,Nice,340000,24400,Epargne,67397.13,Inactif
1093,Roux,Nathan,20.0,Le Havre,165000,41749,Premium,58556.36,Inactif
1094,Bernard,Jean,77.0,Saint-Étienne,170000,109092,Courant,103419.87,Inactif
1095,Moreau,Lucas,30.0,Orléans,115000,102334,Premium,24725.58,Actif
1096,Simon,Lina,46.0,Saint-Étienne,170000,72328,Premium,30296.85,Actif
1097,Petit,Manon,76.0,Bordeaux,260000,90615,Epargne,36167.37,Actif
1098,Leroy,Emma,48.0,Clermont-Ferrand,145000,114527,Courant,109218.55,Actif
1099,Michel,Manon,77.0,Grenoble,160000,105993,Premium,85745.59,Actif
1100,Bernard,Sarah,38.0,Amiens,135000,92158,Epargne,66572.6,Inactif
1101,Dubois,Chloe,31.0,Nantes,320000,91140,Premium,18250.86,Actif
1102,David,Louis,56.0,Tours,135000,147463,Epargne,103160.64,Inactif
1103,Laurent,Lucas,55.0,Lyon,520000,38816,Premium,47187.66,Inactif
1104,Martin,Ines,33.0,Tours,135000,75486,Epargne,116069.91,Actif
1105,GIRARD,Julie,33.0,Limoges,130000,53519,Epargne,8152.37,Actif
1106,Moreau,Jean,77.0,Angers,150000,84653,Courant,108468.78,Actif
1107,Laurent,Luc,33.0,Metz,120000,103091,Courant,63103.39,Inactif
1108,Laurent,Luc,22.0,Clermont-Ferrand,145000,119570,Epargne,28105.73,Inactif
1109,Moreau,Sarah,65.0,Limoges,130000,99274,Courant,117127.31,Actif
1110,Dubois,Emma,57.0,Bordeaux,260000,40958,Courant,31687.69,Inactif
1111,DUBOIS,Camille,30.0,Nice,340000,22418,Epargne,84565.48,Inactif
1112,Girard,Sophie,53.0,Brest,140000,87606,Epargne,66876.04,Actif
1113,Durand,Nathan,27.0,Bordeaux,260000,34552,Premium,81821.28,Actif
1114,Michel,Emma,62.0,Villeurbanne,160000,104041,Epargne,61591.34,Inactif
1115,Morel,Pierre,25.0,Perpignan,120000,52644,Courant,101274.05,Inactif
1116,Laurent,Julie,29.0,Bordeaux,260000,18317,Premium,10806.12,Inactif
1117,Dupont,Emma,25.0,Caen,110000,135268,Courant,79664.86,Inactif
1118,Martin,Louis,23.0,Amiens,135000,62671,Epargne,75058.99,Actif
1119,MOREL,Hugo,31.0,Caen,110000,109647,Epargne,56061.13,Inactif
1120,Bernard,Paul,42.0,Strasbourg,290000,149174,Epargne,80373.32,Actif
1121,Dupont,Emma,18.0,Dijon,155000,103096,Epargne,90584.15,Actif
1122,Lefevre,Emma,68.0,Nice,340000,147925,Courant,35697.0,Inactif
1123,Moreau,Camille,23.0,Clermont-Ferrand,145000,144914,Courant,62287.1,Actif
1124,Richard,Tom,,Toulon,175000,58886,Premium,12488.68,Inactif
1125,Moreau,Lucas,41.0,Metz,120000,134529,Premium,75924.54,Actif
1126,David,Nathan,41.0,Toulouse,490000,64671,Courant,89437.76,Actif
1127,Petit,Adam,53.0,Clermont-Ferrand,145000,149369,Epargne,86233.96,Actif
1128,Dupont,Manon,33.0,Nantes,320000,81283,Epargne,98890.27,Inactif
1129,Martin,Pierre,43.0,Clermont-Ferrand,145000,113523,Courant,51614.07,Inactif
1130,David,Adam,63.0,Nice,340000,32211,Premium,22381.17,Inactif
1131,Bertrand,Marie,72.0,Dijon,155000,121302,Courant,20383.38,Inactif
1132,Martin,Paul,59.0,Bordeaux,260000,30606,Premium,2915.66,Actif
1133,Moreau,Lucas,49.0,Metz,120000,123873,Premium,8661.48,Actif
1134,Richard,Nathan,27.0,Le Havre,165000,68983,Courant,78279.63,Actif
1135,Morel,Jean,56.0,Amiens,135000,64960,Premium,64537.99,Actif
1136,Girard,Nathan,25.0,Strasbourg,290000,117758,Courant,116613.98,Inactif
1137,Bertrand,Chloe,56.0,Orléans,115000,76753,Premium,41279.27,Inactif
1138,Robert,Emma,75.0,Dijon,155000,85218,Courant,82173.85,Actif
1139,Bertrand,Adam,29.0,Orléans,115000,135172,Premium,58604.49,Inactif
1140,GIRARD,Marie,42.0,Bordeaux,260000,37612,Premium,28014.66,Inactif
1141,Roux,Camille,53.0,Amiens,135000,53964,Courant,115765.26,Actif
1142,Martin,Hugo,70.0,Orléans,115000,52589,Premium,88625.62,Actif
1143,Dupont,Lucas,44.0,Lyon,520000,131903,Courant,106614.53,Actif
1144,Fournier,Tom,32.0,Saint-Étienne,170000,148758,Premium,81422.59,Inactif
1145,Dubois,Adam,77.0,Le Havre,165000,68664,Premium,114403.7,Inactif
1146,Dubois,Lina,54.0,Villeurbanne,160000,135459,Courant,43672.99,Actif
1147,Laurent,Julie,31.0,Saint-Étienne,170000,20215,Premium,64856.05,Actif
1148,Robert,Camille,64.0,Clermont-Ferrand,145000,130870,Premium,51878.15,Actif
1149,Roux,Chloe,57.0,Dijon,155000,36571,Courant,57177.12,Actif
1150,Michel,Nathan,25.0,Strasbourg,290000,124534,Courant,96721.44,Actif
1151,Roux,Manon,48.0,Saint-Étienne,170000,143531,Premium,104256.58,Actif
1152,Simon,Pierre,48.0,Nantes,320000,121903,Premium,77854.6,Actif
1153,Moreau,Pierre,40.0,Tours,135000,116715,Premium,106481.59,Inactif
1154,Robert,Lina,54.0,Perpignan,120000,126419,Premium,98682.34,Inactif
1155,Moreau,Jean,41.0,Saint-Étienne,170000,26871,Premium,61354.19,Inactif
1156,Lefevre,Tom,24.0,Dijon,155000,42473,Premium,111483.67,Inactif
1157,Bertrand,Nathan,18.0,Nîmes,150000,132990,Premium,32295.34,Actif
1158,Michel,Adam,78.0,Paris,2148000,86471,Epargne,97762.57,Actif
1159,Morel,Lina,47.0,Reims,180000,97510,Epargne,23823.44,Actif
1160,Morel,Nathan,78.0,Nîmes,150000,78645,Premium,89738.88,Actif
1161,Dubois,Lina,53.0,Saint-Étienne,170000,89246,Courant,75709.08,Inactif
1162,Lefevre,Jean,20.0,Lyon,520000,60207,Courant,25700.9,Actif
1163,Robert,Jean,30.0,Amiens,135000,38790,Epargne,44988.76,Inactif
1164,David,Sarah,19.0,Reims,180000,145323,Courant,88242.11,Inactif
1165,Morel,Adam,79.0,Toulon,175000,59752,Courant,96996.75,Inactif
1166,Robert,Hugo,71.0,Tours,135000,85309,Epargne,101604.16,Inactif
1167,Martin,Sophie,61.0,Villeurbanne,160000,38290,Epargne,105566.24,Inactif
1168,Morel,Tom,41.0,Angers,150000,77256,Epargne,107936.88,Inactif
1169,Lefevre,Nathan,59.0,Lyon,520000,26302,Epargne,38421.14,Actif
1170,Simon,Camille,54.0,Brest,140000,88097,Premium,104556.36,Inactif
1171,Durand,Luc,54.0,Nice,340000,21700,Courant,2770.36,Actif
1172,Michel,Julie,42.0,Villeurbanne,160000,128129,Premium,49961.29,Actif
1173,Morel,Sophie,75.0,Reims,180000,70060,Premium,52723.47,Actif
1174,Moreau,Manon,33.0,Dijon,155000,114774,Courant,98085.6,Inactif
1175,Laurent,Ines,26.0,Metz,120000,30013,Courant,32050.05,Actif
1176,Morel,Marie,31.0,Bordeaux,260000,36865,Epargne,32174.28,Actif
1177,Lefevre,Hugo,32.0,Limoges,130000,136168,Epargne,30977.13,Inactif
1178,Durand,Marie,30.0,Nice,340000,51385,Courant,19505.75,Actif
1179,Fournier,Sarah,50.0,Nantes,320000,34404,Courant,59390.14,Actif
1180,Roux,Louis,38.0,Saint-Étienne,170000,109134,Premium,100456.79,Actif
1181,Roux,Emma,51.0,Grenoble,160000,119860,Premium,92310.83,Actif
1182,Girard,Manon,78.0,Paris,2148000,18677,Epargne,110612.8,Actif
1183,Moreau,Jean,73.0,Mulhouse,108000,93552,Epargne,53801.98,Actif
1184,Roux,Sarah,50.0,Mulhouse,108000,87452,Epargne,68428.92,Inactif
1185,David,Camille,71.0,Rennes,225000,40922,Courant,9697.82,Inactif
1186,Laurent,Tom,61.0,Nice,340000,118407,Courant,51368.43,Actif
1187,Bertrand,Sarah,30.0,Brest,140000,34653,Courant,45157.51,Actif
1188,Roux,Tom,50.0,Perpignan,120000,100801,Courant,57731.56,Inactif
1189,Petit,Marie,24.0,Nantes,320000,29277,Premium,23701.34,Inactif
1190,Bernard,Ines,55.0,Nîmes,150000,51255,Premium,49882.98,Inactif
1191,Durand,Hugo,59.0,Grenoble,160000,37873,Premium,45094.95,Actif
1192,Bertrand,Lucas,26.0,Montpellier,300000,119069,Courant,1659.55,Inactif
1193,Michel,Lina,48.0,Bordeaux,260000,102046,Premium,17546.11,Inactif
1194,Leroy,Hugo,69.0,Limoges,130000,40812,Courant,52701.48,Inactif
1195,Richard,Louis,48.0,Rennes,225000,56365,Courant,97307.77,Inactif
1196,Durand,Sophie,28.0,Le Havre,165000,35198,Epargne,39169.54,Inactif
1197,Laurent,Nathan,33.0,Mulhouse,108000,135014,Premium,50651.69,Actif
1198,Simon,Jean,29.0,Dijon,155000,73566,Courant,81152.42,Inactif
1199,Fournier,Chloe,24.0,Brest,140000,79421,Courant,42364.15,Inactif
1200,David,Marie,30.0,Villeurbanne,160000,39252,Epargne,67872.41,Actif
1201,Moreau,Julie,29.0,Clermont-Ferrand,145000,87846,Courant,87807.24,Actif
1202,Martin,Camille,73.0,Orléans,115000,24878,Premium,25560.44,Actif
1203,Robert,Sophie,55.0,Brest,140000,54690,Epargne,85541.29,Inactif
1204,Moreau,Pierre,64.0,Strasbourg,290000,112014,Epargne,79817.58,Actif
1205,Dupont,Julie,18.0,Nantes,320000,112986,Epargne,118852.52,Inactif
1206,David,Marie,56.0,Lyon,520000,85433,Courant,99259.25,Inactif
1207,Morel,Marie,,Limoges,130000,60734,Epargne,113542.6,Actif
1208,Dupont,Hugo,25.0,Le Havre,165000,40328,Epargne,3284.87,Actif
1209,Martin,Adam,80.0,Perpignan,120000,75799,Courant,62970.1,Actif
1210,Bertrand,Lina,34.0,Lille,235000,33048,Courant,198.91,Actif
1211,Laurent,Ines,39.0,Bordeaux,260000,60135,Courant,45304.41,Inactif
1212,Robert,Jean,63.0,Saint-Étienne,170000,19313,Epargne,63005.11,Inactif
1213,Richard,Camille,43.0,Orléans,115000,143073,Premium,60440.11,Inactif
1214,Morel,Sophie,67.0,Bordeaux,260000,81072,Courant,115344.35,Inactif
1215,Fournier,Nathan,53.0,Lille,235000,37352,Premium,80333.91,Inactif
1216,Laurent,Chloe,,Tours,135000,43773,Epargne,118358.06,Inactif
1217,Petit,Hugo,45.0,Toulon,175000,34591,Premium,46097.02,Inactif
1218,Simon,Sarah,66.0,Marseille,870000,26827,Epargne,20242.62,Actif
1219,Fournier,Tom,79.0,Nîmes,150000,142092,Premium,104907.28,Inactif
1220,Bernard,Ines,46.0,Clermont-Ferrand,145000,93557,Premium,56649.81,Actif
1221,Simon,Nathan,27.0,Montpellier,300000,48361,Premium,56112.22,Actif
1222,Fournier,Camille,59.0,Bordeaux,260000,109812,Premium,54836.93,Inactif
1223,Richard,Ines,,Orléans,115000,78644,Courant,37180.98,Actif
1224,Petit,Marie,,Marseille,870000,109759,Premium,7617.67,Actif
1225,Michel,Lucas,57.0,Nice,340000,46508,Courant,110310.69,Inactif
1226,Richard,Louis,44.0,Tours,135000,120219,Premium,89170.69,Inactif
1227,Fournier,Sarah,39.0,Bordeaux,260000,36636,Premium,98605.3,Inactif
1228,Bernard,Adam,80.0,Saint-Étienne,170000,55875,Courant,1680.81,Inactif
1229,Robert,Hugo,55.0,Angers,150000,24846,Courant,24628.79,Inactif
1230,Laurent,Marie,33.0,Rennes,225000,142612,Courant,49572.59,Inactif
1231,Leroy,Tom,55.0,Angers,150000,95528,Epargne,39267.71,Inactif
1232,Morel,Nathan,39.0,Metz,120000,117421,Epargne,76044.28,Actif
1233,Simon,Chloe,70.0,Caen,110000,128290,Courant,29715.51,Inactif
1234,Moreau,Ines,31.0,Clermont-Ferrand,145000,46112,Premium,82166.35,Actif
1235,Petit,Lina,74.0,Nantes,320000,117330,Premium,13138.37,Actif
1236,Laurent,Paul,77.0,Clermont-Ferrand,145000,134622,Epargne,110104.6,Inactif
1237,Robert,Emma,51.0,Amiens,135000,115227,Epargne,84315.08,Actif
1238,Moreau,Louis,41.0,Montpellier,300000,64840,Courant,115356.44,Inactif
1239,Dubois,Camille,37.0,Grenoble,160000,142734,Epargne,87170.85,Actif
1240,Fournier,Adam,76.0,Tours,135000,64939,Courant,36461.63,Actif
1241,Morel,Camille,37.0,Rennes,225000,56178,Premium,67090.46,Actif
1242,Richard,Lina,34.0,Grenoble,160000,54527,Epargne,88829.32,Actif
1243,Leroy,Julie,19.0,Dijon,155000,117664,Courant,97676.47,Inactif
1244,Petit,Chloe,19.0,Brest,140000,39389,Courant,102624.62,Actif
1245,Lefevre,Manon,21.0,Lille,235000,22409,Courant,67881.26,Actif
1246,Dubois,Chloe,,Rennes,225000,63105,Premium,500.35,Inactif
1247,Bernard,Camille,65.0,Metz,120000,63202,Courant,107450.66,Actif
1248,Morel,Emma,,Tours,135000,134727,Epargne,91469.08,Actif
1249,Dubois,Paul,66.0,Le Havre,165000,111788,Courant,28591.8,Inactif
1250,Bertrand,Manon,34.0,Paris,2148000,26440,Premium,25050.35,Actif
1251,Laurent,Sarah,62.0,Caen,110000,126213,Courant,90611.87,Inactif
1252,Dubois,Pierre,42.0,Strasbourg,290000,47285,Premium,100754.31,Actif
1253,Robert,Louis,40.0,Lyon,520000,51701,Premium,21486.25,Actif
1254,Girard,Camille,71.0,Tours,135000,34480,Premium,105751.22,Inactif
1255,Dubois,Camille,22.0,Villeurbanne,160000,34715,Epargne,6382.95,Inactif
1256,Dupont,Nathan,,Reims,180000,95980,Courant,81260.53,Inactif
1257,Simon,Chloe,46.0,Perpignan,120000,38566,Premium,2222.54,Actif
1258,Petit,Lina,66.0,Nantes,320000,46492,Premium,46798.44,Actif
1259,Laurent,Hugo,28.0,Saint-Étienne,170000,140248,Epargne,93660.32,Actif
1260,Simon,Julie,,Limoges,130000,89739,Epargne,105373.32,Inactif
1261,Durand,Manon,30.0,Mulhouse,108000,97968,Epargne,70517.83,Inactif
1262,Martin,Luc,40.0,Angers,150000,90326,Courant,28204.34,Actif
1263,Bernard,Marie,73.0,Clermont-Ferrand,145000,78325,Courant,54256.68,Inactif
1264,Dupont,Pierre,71.0,Clermont-Ferrand,145000,40540,Epargne,47016.31,Actif
1265,Simon,Paul,60.0,Dijon,155000,118074,Epargne,59762.27,Inactif
1266,Richard,Sarah,57.0,Nîmes,150000,119132,Courant,19796.7,Actif
1267,Dupont,Camille,63.0,Tours,135000,70432,Epargne,71351.34,Inactif
1268,Girard,Nathan,62.0,Dijon,155000,48618,Epargne,81301.53,Actif
1269,Roux,Adam,72.0,Limoges,130000,34579,Courant,37584.58,Actif
1270,Robert,Julie,61.0,Le Havre,165000,60655,Premium,99544.25,Inactif
1271,Martin,Tom,61.0,Lyon,520000,83105,Courant,29999.21,Inactif
1272,Bernard,Chloe,41.0,Lille,235000,65938,Courant,78893.81,Inactif
1273,Michel,Lina,,Montpellier,300000,139034,Premium,18634.8,Inactif
1274,Fournier,Nathan,57.0,Lille,235000,148719,Courant,3422.32,Actif
1275,DURAND,Jean,72.0,Tours,135000,139230,Premium,15446.45,Actif
1276,Moreau,Camille,25.0,Bordeaux,260000,23014,Premium,43349.87,Actif
1277,Moreau,Tom,25.0,Marseille,870000,93731,Courant,89028.68,Inactif
1278,Dubois,Julie,28.0,Le Havre,165000,25865,Premium,64233.68,Actif
1279,Durand,Lina,26.0,Toulon,175000,147430,Premium,63128.11,Actif
1280,Moreau,Nathan,44.0,Angers,150000,96277,Premium,42134.2,Inactif
1281,Michel,Nathan,69.0,Bordeaux,260000,138424,Courant,106838.51,Inactif
1282,Michel,Lucas,36.0,Villeurbanne,160000,86251,Courant,5989.1,Inactif
1283,Robert,Marie,31.0,Montpellier,300000,135562,Premium,111167.83,Actif
1284,Fournier,Emma,20.0,Montpellier,300000,57952,Courant,25842.97,Inactif
1285,Martin,Pierre,49.0,Toulon,175000,143801,Premium,85933.24,Inactif
1286,David,Julie,74.0,Angers,150000,71358,Premium,90884.76,Inactif
1287,Moreau,Jean,36.0,Nice,340000,148226,Epargne,83747.27,Inactif
1288,Dubois,Manon,78.0,Angers,150000,84970,Epargne,1785.15,Actif
1289,Dupont,Paul,31.0,Paris,2148000,45716,Premium,12396.01,Actif
1290,Morel,Hugo,77.0,Montpellier,300000,147618,Premium,41628.69,Actif
1291,Girard,Luc,56.0,Marseille,870000,115046,Courant,34533.34,Actif
1292,Bertrand,Lucas,22.0,Clermont-Ferrand,145000,96520,Courant,69385.74,Actif
1293,LAURENT,Camille,71.0,Grenoble,160000,30317,Premium,21995.87,Inactif
1294,Petit,Julie,76.0,Lille,235000,32466,Epargne,2024.64,Inactif
1295,Leroy,Hugo,28.0,Paris,2148000,95310,Premium,8378.84,Inactif
1296,Fournier,Julie,36.0,Dijon,155000,131739,Premium,6564.24,Inactif
1297,Moreau,Louis,64.0,Lyon,520000,126297,Epargne,21167.22,Inactif
1298,Richard,Chloe,51.0,Villeurbanne,160000,110182,Premium,38630.07,Inactif
1299,Dubois,Emma,41.0,Lyon,520000,119609,Courant,81922.22,Actif
1300,Robert,Sarah,23.0,Brest,140000,128556,Premium,79448.73,Inactif
1301,Petit,Hugo,61.0,Saint-Étienne,170000,95288,Premium,6381.52,Actif
1302,Leroy,Jean,56.0,Bordeaux,260000,21848,Epargne,31597.57,Actif
1303,Morel,Sophie,75.0,Rennes,225000,76148,Epargne,41144.01,Inactif
1304,Richard,Ines,42.0,Nice,340000,67682,Premium,17296.61,Inactif
1305,Richard,Julie,71.0,Clermont-Ferrand,145000,113024,Courant,98353.06,Actif
1306,Bertrand,Pierre,42.0,Mulhouse,108000,132367,Premium,96616.43,Actif
1307,Martin,Lina,46.0,Perpignan,120000,28670,Premium,119099.14,Actif
1308,Roux,Sophie,68.0,Reims,180000,132545,Premium,20244.33,Actif
1309,Bernard,Sophie,52.0,Mulhouse,108000,104637,Premium,92718.77,Actif
1310,David,Chloe,28.0,Rennes,225000,46064,Epargne,51700.83,Actif
1311,Martin,Camille,63.0,Clermont-Ferrand,145000,19975,Epargne,112436.33,Actif
1312,Robert,Louis,63.0,Clermont-Ferrand,145000,144941,Courant,107615.43,Actif
1313,Morel,Lucas,63.0,Reims,180000,106388,Epargne,12586.34,Actif
1314,Dupont,Emma,80.0,Mulhouse,108000,59960,Premium,55202.52,Actif
1315,Morel,Pierre,42.0,Marseille,870000,55851,Courant,82399.03,Actif
1316,David,Jean,69.0,Paris,2148000,144495,Premium,59537.06,Inactif
1317,Fournier,Paul,79.0,Le Havre,165000,82702,Epargne,2040.09,Inactif
1318,Roux,Camille,20.0,Nîmes,150000,85925,Premium,76190.0,Inactif
1319,Bernard,Manon,45.0,Lille,235000,114205,Premium,91120.76,Actif
1320,Girard,Manon,54.0,Brest,140000,27060,Premium,79802.08,Inactif
1321,Lefevre,Nathan,21.0,Limoges,130000,119223,Epargne,45677.1,Inactif
1322,Dupont,Emma,37.0,Angers,150000,59528,Epargne,114195.15,Actif
1323,Simon,Marie,71.0,Grenoble,160000,51936,Courant,83368.72,Inactif
1324,David,Sophie,26.0,Strasbourg,290000,62984,Epargne,46358.21,Inactif
1325,Simon,Julie,30.0,Lille,235000,82206,Courant,52550.85,Actif
1326,Morel,Lucas,67.0,Amiens,135000,31798,Courant,52646.49,Inactif
1327,Petit,Ines,30.0,Marseille,870000,103312,Premium,36162.4,Inactif
1328,Robert,Lucas,65.0,Paris,2148000,85826,Premium,76875.96,Actif
1329,Moreau,Louis,66.0,Nîmes,150000,143239,Premium,54242.91,Inactif
1330,Simon,Ines,65.0,Toulouse,490000,101483,Epargne,118393.53,Inactif
1331,Dubois,Lucas,77.0,Villeurbanne,160000,90116,Courant,78514.66,Inactif
1332,MOREAU,Lina,18.0,Nice,340000,113761,Premium,99263.92,Inactif
1333,Bernard,Sarah,34.0,Saint-Étienne,170000,68995,Epargne,13536.2,Inactif
1334,Leroy,Emma,61.0,Perpignan,120000,138758,Epargne,60112.17,Inactif
1335,Durand,Lucas,41.0,Clermont-Ferrand,145000,134360,Epargne,8856.33,Inactif
1336,Lefevre,Nathan,18.0,Mulhouse,108000,112082,Courant,44706.14,Actif
1337,David,Camille,59.0,Mulhouse,108000,124555,Premium,47542.89,Actif
1338,Robert,Pierre,50.0,Marseille,870000,115692,Premium,49163.98,Inactif
1339,Simon,Hugo,36.0,Clermont-Ferrand,145000,143970,Courant,81724.66,Actif
1340,Robert,Tom,23.0,Perpignan,120000,88351,Courant,105071.49,Actif
1341,Roux,Julie,21.0,Lille,235000,114103,Epargne,39686.72,Actif
1342,Simon,Lina,55.0,Nîmes,150000,140950,Premium,12568.51,Inactif
1343,Dubois,Jean,30.0,Nice,340000,79624,Premium,8417.81,Inactif
1344,Martin,Luc,59.0,Mulhouse,108000,98066,Courant,83306.98,Actif
1345,Richard,Louis,20.0,Rennes,225000,115232,Epargne,83199.23,Actif
1346,Lefevre,Pierre,32.0,Marseille,870000,116099,Premium,109910.86,Inactif
1347,Morel,Hugo,67.0,Toulon,175000,122345,Epargne,25866.99,Inactif
1348,Bernard,Chloe,79.0,Clermont-Ferrand,145000,69503,Courant,100645.07,Inactif
1349,Simon,Adam,46.0,Bordeaux,260000,94751,Epargne,62821.36,Actif
1350,Bernard,Ines,54.0,Lille,235000,65609,Premium,24777.6,Inactif
1351,Leroy,Sophie,42.0,Nîmes,150000,81218,Epargne,37729.13,Inactif
1352,Moreau,Luc,35.0,Toulouse,490000,34386,Epargne,71194.09,Inactif
1353,Leroy,Emma,66.0,Tours,135000,140177,Courant,39640.95,Actif
1354,Leroy,Camille,71.0,Angers,150000,35875,Epargne,74250.62,Inactif
1355,Girard,Ines,57.0,Saint-Étienne,170000,134537,Epargne,79396.97,Inactif
1356,Bertrand,Jean,43.0,Toulon,175000,37205,Courant,98536.52,Actif
1357,Martin,Ines,23.0,Strasbourg,290000,69340,Premium,115478.12,Actif
1358,Lefevre,Sarah,68.0,Nîmes,150000,106417,Courant,10447.05,Inactif
1359,Bertrand,Luc,50.0,Toulouse,490000,97027,Courant,21692.72,Inactif
1360,Bertrand,Louis,42.0,Villeurbanne,160000,117766,Epargne,82133.65,Inactif
1361,MICHEL,Chloe,22.0,Brest,140000,51486,Epargne,113841.66,Actif
1362,Petit,Louis,35.0,Lille,235000,34978,Epargne,99707.07,Actif
1363,DUBOIS,Emma,27.0,Strasbourg,290000,37561,Premium,98702.92,Inactif
1364,Roux,Emma,50.0,Nîmes,150000,42414,Epargne,112209.67,Inactif
1365,Dubois,Lina,51.0,Amiens,135000,119061,Courant,17648.7,Actif
1366,Leroy,Julie,37.0,Rennes,225000,36219,Epargne,91283.23,Actif
1367,David,Adam,36.0,Lyon,520000,28689,Courant,34260.97,Actif
1368,Robert,Pierre,55.0,Grenoble,160000,60526,Epargne,43342.07,Actif
1369,Robert,Julie,52.0,Nîmes,150000,104522,Epargne,41239.3,Actif
1370,Dubois,Julie,61.0,Grenoble,160000,51326,Courant,24903.82,Actif
1371,Dubois,Chloe,29.0,Angers,150000,102509,Epargne,79407.17,Inactif
1372,Bernard,Manon,30.0,Reims,180000,34820,Epargne,45114.99,Inactif
1373,Bertrand,Adam,42.0,Villeurbanne,160000,82149,Courant,65546.54,Inactif
1374,Durand,Sophie,37.0,Marseille,870000,95929,Premium,60520.81,Actif
1375,Moreau,Jean,49.0,Caen,110000,31992,Courant,161.96,Inactif
1376,Michel,Paul,57.0,Saint-Étienne,170000,46057,Premium,103151.91,Inactif
1377,Laurent,Manon,75.0,Angers,150000,87171,Courant,88604.5,Inactif
1378,Dubois,Sophie,35.0,Toulouse,490000,82770,Epargne,58527.72,Inactif
1379,Lefevre,Tom,47.0,Le Havre,165000,56534,Epargne,67926.57,Inactif
1380,Laurent,Nathan,29.0,Nice,340000,114656,Premium,5873.61,Actif
1381,Bernard,Lucas,,Reims,180000,116067,Courant,60480.42,Inactif
1382,Bertrand,Sarah,32.0,Paris,2148000,81581,Courant,100400.82,Inactif
1383,Moreau,Ines,37.0,Clermont-Ferrand,145000,67538,Courant,89093.09,Actif
1384,GIRARD,Chloe,69.0,Grenoble,160000,52189,Epargne,117438.17,Actif
1385,Morel,Julie,66.0,Clermont-Ferrand,145000,18114,Courant,39119.09,Actif
1386,Morel,Ines,35.0,Brest,140000,112844,Premium,82901.15,Inactif
1387,Moreau,Louis,26.0,Dijon,155000,103562,Premium,52539.93,Actif
1388,Simon,Nathan,31.0,Amiens,135000,47275,Courant,107426.87,Inactif
1389,Fournier,Tom,51.0,Montpellier,300000,49686,Courant,71346.67,Inactif
1390,Lefevre,Lucas,19.0,Lyon,520000,28427,Premium,42374.73,Actif
1391,Martin,Lina,35.0,Toulouse,490000,29846,Premium,98740.84,Inactif
1392,Michel,Tom,42.0,Angers,150000,76453,Premium,81370.32,Actif
1393,Dubois,Julie,56.0,Metz,120000,54246,Courant,86768.6,Inactif
1394,David,Ines,18.0,Grenoble,160000,95649,Premium,114568.73,Actif
1395,Simon,Paul,18.0,Perpignan,120000,49067,Courant,23587.42,Actif
1396,Robert,Lina,52.0,Metz,120000,108759,Premium,38148.91,Actif
1397,Simon,Louis,23.0,Tours,135000,40873,Epargne,78583.6,Actif
1398,Durand,Jean,38.0,Montpellier,300000,55860,Premium,26760.84,Inactif
1399,FOURNIER,Paul,64.0,Nantes,320000,66765,Epargne,105926.63,Actif
1400,Fournier,Pierre,71.0,Nice,340000,89213,Epargne,116002.51,Inactif
1401,Michel,Hugo,76.0,Limoges,130000,140015,Courant,23917.04,Inactif
1402,Martin,Manon,33.0,Orléans,115000,85100,Epargne,30713.68,Actif
1403,Lefevre,Nathan,44.0,Toulon,175000,59125,Premium,78863.8,Actif
